user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_target,login_recency_category,support_risk,payment_risk,usage_level,churn_probability,predicted_churn,predicted_risk_category
1423,2024-05-28,Basic,199,22.2,2,5,15,10,No,0,Active,Low,High,High,0.552421214243181,1,Medium Risk
1424,2023-10-25,Premium,699,23.3,5,3,34,50,Yes,1,Inactive,Medium,High,High,0.7395683722380505,1,High Risk
1425,2024-09-13,Standard,399,1.5,6,1,28,13,No,0,Active,High,Medium,Low,0.6483877676433739,1,High Risk
1426,2023-11-13,Basic,199,14.4,7,0,10,51,Yes,1,Inactive,High,Low,Medium,0.5230277581138326,1,Medium Risk
1427,2023-06-15,Premium,699,12.7,7,2,6,10,No,0,Active,High,Medium,Medium,0.44705928666801753,0,Medium Risk
1428,2024-04-16,Basic,199,14.6,5,0,18,4,Yes,1,Active,Medium,Low,Medium,0.24699881578700864,0,Low Risk
1429,2023-05-07,Standard,399,24.5,7,5,31,59,Yes,1,Inactive,High,High,High,0.8654871758187276,1,High Risk
1430,2024-11-27,Premium,699,1.5,4,3,32,26,Yes,1,At Risk,Medium,High,Low,0.8279557668540376,1,High Risk
1431,2024-06-02,Basic,199,9.5,5,2,29,5,No,0,Active,Medium,Medium,Medium,0.37744205884764853,0,Medium Risk
1432,2023-09-08,Standard,399,22.0,0,4,17,41,Yes,1,Inactive,Low,High,High,0.5830608514292439,1,Medium Risk
1433,2024-02-13,Premium,699,0.7,1,2,36,24,Yes,1,At Risk,Low,Medium,Low,0.686155333791788,1,High Risk
1434,2024-04-24,Basic,199,10.0,7,5,15,5,Yes,1,Active,High,High,Medium,0.6494601047760529,1,High Risk
1435,2023-04-21,Premium,699,22.6,7,0,35,5,Yes,1,Active,High,Low,High,0.27763968116419907,0,Low Risk
1436,2024-09-10,Standard,399,5.4,5,0,28,20,No,0,At Risk,Medium,Low,Medium,0.3260857661533429,0,Medium Risk
1437,2024-07-12,Standard,399,17.7,7,0,14,17,No,0,At Risk,High,Low,High,0.3991010815692021,0,Medium Risk
1438,2024-09-07,Basic,199,4.1,3,2,31,36,Yes,1,Inactive,Medium,Medium,Low,0.7754270171044505,1,High Risk
1439,2023-08-05,Standard,399,23.4,5,3,4,30,Yes,1,At Risk,Medium,High,High,0.6592319931598792,1,High Risk
1440,2024-02-19,Basic,199,7.1,2,0,28,9,Yes,1,Active,Low,Low,Medium,0.17014672316579543,0,Low Risk
1441,2023-09-23,Basic,199,21.9,7,3,20,33,Yes,1,Inactive,High,High,High,0.7355423717493028,1,High Risk
1442,2023-07-23,Basic,199,2.8,6,2,4,48,Yes,1,Inactive,High,Medium,Low,0.8449590482452088,1,High Risk
1443,2024-12-14,Standard,399,12.3,8,5,27,50,Yes,1,Inactive,High,High,Medium,0.8819786430162858,1,High Risk
1444,2024-09-03,Standard,399,22.9,6,0,23,35,No,0,Inactive,High,Low,High,0.4624042291575518,0,Medium Risk
1445,2023-11-21,Basic,199,18.2,2,2,5,42,No,0,Inactive,Low,Medium,High,0.5151428095295959,1,Medium Risk
1446,2024-11-21,Basic,199,22.5,2,3,10,55,Yes,1,Inactive,Low,High,High,0.6975538579309397,1,High Risk
1447,2023-05-09,Standard,399,13.3,0,3,17,60,No,0,Inactive,Low,High,Medium,0.5719773511473601,1,Medium Risk
1448,2023-07-12,Premium,699,16.2,1,0,29,13,No,0,Active,Low,Low,High,0.138577396764391,0,Low Risk
1449,2023-07-15,Standard,399,19.5,6,1,35,22,Yes,1,At Risk,High,Medium,High,0.4562853823420763,0,Medium Risk
1450,2024-05-29,Premium,699,9.6,5,0,1,19,No,0,At Risk,Medium,Low,Medium,0.3498386751483107,0,Medium Risk
1451,2024-07-09,Basic,199,16.4,7,3,32,26,Yes,1,At Risk,High,High,High,0.6809000332001202,1,High Risk
1452,2024-03-14,Standard,399,24.4,5,0,34,59,Yes,1,Inactive,Medium,Low,High,0.537387277443552,1,Medium Risk
1453,2024-11-06,Standard,399,14.0,2,4,12,27,Yes,1,At Risk,Low,High,Medium,0.644527473186488,1,High Risk
1454,2023-04-02,Premium,699,16.0,1,0,28,51,No,0,Inactive,Low,Low,High,0.3031953161100693,0,Medium Risk
1455,2024-09-30,Premium,699,15.6,6,0,2,31,No,0,Inactive,High,Low,High,0.4112271756410425,0,Medium Risk
1456,2023-10-24,Premium,699,16.0,8,4,7,51,Yes,1,Inactive,High,High,High,0.8300373873356615,1,High Risk
1457,2024-04-25,Standard,399,6.0,7,4,14,24,Yes,1,At Risk,High,High,Medium,0.7188048420095968,1,High Risk
1458,2024-12-21,Basic,199,24.2,7,3,23,58,No,0,Inactive,High,High,High,0.814034880586649,1,High Risk
1459,2024-11-05,Premium,699,0.7,5,1,26,32,Yes,1,Inactive,Medium,Medium,Low,0.8006912078474727,1,High Risk
1460,2024-02-29,Standard,399,21.0,6,5,20,15,Yes,1,At Risk,High,High,High,0.7329990735393533,1,High Risk
1461,2023-11-22,Basic,199,1.1,5,4,1,52,Yes,1,Inactive,Medium,High,Low,0.9121196231013672,1,High Risk
1462,2023-07-17,Standard,399,24.0,6,1,11,35,No,0,Inactive,High,Medium,High,0.5643820000229054,1,Medium Risk
1463,2023-06-27,Premium,699,20.8,6,1,26,60,No,0,Inactive,High,Medium,High,0.612247578499335,1,High Risk
1464,2023-05-10,Standard,399,13.2,6,1,21,6,No,0,Active,High,Medium,Medium,0.32719242264869286,0,Medium Risk
1465,2024-07-20,Premium,699,16.0,6,5,8,58,Yes,1,Inactive,High,High,High,0.8242824331720543,1,High Risk
1466,2024-08-30,Basic,199,5.5,1,0,21,27,Yes,1,At Risk,Low,Low,Medium,0.2227998325328442,0,Low Risk
1467,2023-05-14,Basic,199,15.6,8,0,2,36,Yes,1,Inactive,High,Low,High,0.5019277748570437,1,Medium Risk
1468,2023-09-09,Standard,399,5.1,3,2,23,12,No,0,Active,Medium,Medium,Medium,0.25190128275215334,0,Low Risk
1469,2024-10-04,Premium,699,19.4,0,2,25,5,No,0,Active,Low,Medium,High,0.22831122956034258,0,Low Risk
1470,2023-07-04,Basic,199,3.2,1,0,7,9,Yes,1,Active,Low,Low,Low,0.3522746141222306,0,Medium Risk
1471,2023-01-23,Basic,199,12.6,5,1,5,25,Yes,1,At Risk,Medium,Medium,Medium,0.4649721483212801,0,Medium Risk
1472,2023-11-18,Standard,399,12.4,1,1,5,43,No,0,Inactive,Low,Medium,Medium,0.4213884315986647,0,Medium Risk
1473,2024-11-06,Premium,699,20.3,2,2,29,0,No,0,Active,Low,Medium,High,0.3137382071097368,0,Medium Risk
1474,2024-09-06,Premium,699,3.4,5,2,3,30,Yes,1,At Risk,Medium,Medium,Low,0.8177848692428663,1,High Risk
1475,2024-07-02,Premium,699,4.4,4,0,1,12,No,0,Active,Medium,Low,Low,0.48845873984104476,0,Medium Risk
1476,2023-08-11,Basic,199,13.0,2,1,34,55,No,0,Inactive,Low,Medium,Medium,0.5055925852696318,1,Medium Risk
1477,2023-10-02,Basic,199,3.9,1,5,21,44,No,0,Inactive,Low,High,Low,0.8773308660065,1,High Risk
1478,2023-10-29,Standard,399,5.4,1,2,31,45,Yes,1,Inactive,Low,Medium,Medium,0.4391928204691815,0,Medium Risk
1479,2024-12-04,Standard,399,11.2,6,1,32,16,Yes,1,At Risk,High,Medium,Medium,0.4667075425357913,0,Medium Risk
1480,2023-11-16,Premium,699,24.1,1,4,18,50,No,0,Inactive,Low,High,High,0.6737827647652929,1,High Risk
1481,2024-09-02,Basic,199,23.9,7,3,14,56,Yes,1,Inactive,High,High,High,0.8100861732854445,1,High Risk
1482,2024-08-03,Premium,699,20.5,1,4,18,24,Yes,1,At Risk,Low,High,High,0.5746889712857862,1,Medium Risk
1483,2024-06-07,Standard,399,22.5,1,3,24,10,No,0,Active,Low,High,High,0.3893079573251794,0,Medium Risk
1484,2023-07-04,Standard,399,7.7,8,2,27,25,Yes,1,At Risk,High,Medium,Medium,0.6133428048549008,1,High Risk
1485,2024-01-16,Standard,399,19.9,5,1,28,4,Yes,1,Active,Medium,Medium,High,0.3444144099563483,0,Medium Risk
1486,2023-12-03,Standard,399,19.6,1,0,10,20,No,0,At Risk,Low,Low,High,0.22141913008849784,0,Low Risk
1487,2023-10-18,Basic,199,14.4,5,1,30,35,Yes,1,Inactive,Medium,Medium,Medium,0.5439193166341431,1,Medium Risk
1488,2024-11-18,Premium,699,13.4,1,4,14,17,No,0,At Risk,Low,High,Medium,0.5594444854181168,1,Medium Risk
1489,2023-07-21,Basic,199,17.2,6,2,27,52,Yes,1,Inactive,High,Medium,High,0.616486883863501,1,High Risk
1490,2023-06-25,Basic,199,12.7,4,3,32,7,Yes,1,Active,Medium,High,Medium,0.41267744309131277,0,Medium Risk
1491,2024-10-21,Premium,699,15.0,3,4,21,1,Yes,1,Active,Medium,High,Medium,0.44894227575820755,0,Medium Risk
1492,2023-02-07,Premium,699,22.8,4,1,1,53,No,0,Inactive,Medium,Medium,High,0.5512160999555022,1,Medium Risk
1493,2024-03-01,Premium,699,1.5,0,0,34,30,Yes,1,At Risk,Low,Low,Low,0.47563031091659186,0,Medium Risk
1494,2023-11-17,Premium,699,7.2,5,3,20,5,No,0,Active,Medium,High,Medium,0.4422024261457531,0,Medium Risk
1495,2023-05-05,Standard,399,10.1,7,3,4,54,Yes,1,Inactive,High,High,Medium,0.7672217310458143,1,High Risk
1496,2023-11-27,Standard,399,1.2,0,0,7,8,Yes,1,Active,Low,Low,Low,0.2948055234819467,0,Low Risk
1497,2024-01-13,Premium,699,6.0,1,1,28,46,No,0,Inactive,Low,Medium,Medium,0.42048300706654107,0,Medium Risk
1498,2023-04-24,Premium,699,23.4,0,2,1,56,No,0,Inactive,Low,Medium,High,0.47733382981024575,0,Medium Risk
1499,2024-01-24,Basic,199,2.3,5,5,20,39,Yes,1,Inactive,Medium,High,Low,0.9289489562039556,1,High Risk
1500,2023-06-01,Standard,399,23.2,7,0,11,8,No,0,Active,High,Low,High,0.2882414753172614,0,Low Risk
1501,2024-05-04,Premium,699,16.1,1,4,27,33,Yes,1,Inactive,Low,High,High,0.6135617431242745,1,High Risk
1502,2023-09-28,Premium,699,24.4,5,5,32,30,Yes,1,At Risk,Medium,High,High,0.7574826196830898,1,High Risk
1503,2023-07-30,Standard,399,9.1,3,5,6,41,No,0,Inactive,Medium,High,Medium,0.6862318428840116,1,High Risk
1504,2023-08-10,Premium,699,2.3,7,0,5,13,Yes,1,Active,High,Low,Low,0.5639153810877084,1,Medium Risk
1505,2024-06-24,Standard,399,5.1,1,2,25,13,No,0,Active,Low,Medium,Medium,0.257302091392869,0,Low Risk
1506,2024-05-31,Premium,699,19.1,4,5,21,29,Yes,1,At Risk,Medium,High,High,0.7090981926824756,1,High Risk
1507,2024-06-09,Basic,199,5.9,5,3,9,28,No,0,At Risk,Medium,High,Medium,0.6196904836097983,1,High Risk
1508,2024-08-14,Basic,199,5.1,4,3,26,10,No,0,Active,Medium,High,Medium,0.406311262384104,0,Medium Risk
1509,2024-04-16,Premium,699,4.1,1,5,7,7,Yes,1,Active,Low,High,Low,0.7591741695993636,1,High Risk
1510,2024-07-17,Basic,199,1.2,8,3,18,22,Yes,1,At Risk,High,High,Low,0.8994406353488102,1,High Risk
1511,2023-12-08,Basic,199,11.1,2,3,23,32,Yes,1,Inactive,Low,High,Medium,0.5898281812081825,1,Medium Risk
1512,2024-03-08,Basic,199,7.2,1,0,29,41,No,0,Inactive,Low,Low,Medium,0.2922449898302727,0,Low Risk
1513,2024-05-20,Basic,199,5.1,2,4,19,17,No,0,At Risk,Low,High,Medium,0.5583223342070734,1,Medium Risk
1514,2023-08-13,Premium,699,3.2,0,5,28,15,No,0,At Risk,Low,High,Low,0.7783900223102241,1,High Risk
1515,2023-10-10,Basic,199,22.4,4,1,4,4,No,0,Active,Medium,Medium,High,0.2763170996693653,0,Low Risk
1516,2024-12-09,Basic,199,10.1,1,1,26,46,No,0,Inactive,Low,Medium,Medium,0.43610821659740406,0,Medium Risk
1517,2024-09-02,Standard,399,5.5,3,2,32,40,Yes,1,Inactive,Medium,Medium,Medium,0.48227690727256267,0,Medium Risk
1518,2023-11-09,Standard,399,2.8,8,5,1,39,Yes,1,Inactive,High,High,Low,0.9510347462875771,1,High Risk
1519,2024-04-11,Premium,699,4.7,1,1,16,11,Yes,1,Active,Low,Medium,Low,0.5263599513063121,1,Medium Risk
1520,2023-09-28,Basic,199,16.8,6,2,1,1,Yes,1,Active,High,Medium,High,0.33891973029801603,0,Medium Risk
1521,2024-08-20,Basic,199,17.1,0,4,11,22,No,0,At Risk,Low,High,High,0.4819266360460869,0,Medium Risk
1522,2024-08-03,Basic,199,21.9,7,0,32,2,No,0,Active,High,Low,High,0.285141567065183,0,Low Risk
1523,2023-04-07,Premium,699,21.0,8,4,19,10,No,0,Active,High,High,High,0.6614598737734823,1,High Risk
1524,2024-07-12,Basic,199,20.2,5,3,20,31,Yes,1,Inactive,Medium,High,High,0.7005676741749683,1,High Risk
1525,2024-12-28,Standard,399,6.7,7,0,32,52,Yes,1,Inactive,High,Low,Medium,0.5154764821795672,1,Medium Risk
1526,2024-10-17,Standard,399,19.5,7,0,34,17,No,0,At Risk,High,Low,High,0.40772654837527933,0,Medium Risk
1527,2023-02-01,Basic,199,24.5,3,5,10,9,No,0,Active,Medium,High,High,0.5009639018780125,1,Medium Risk
1528,2024-10-16,Basic,199,9.3,1,1,28,58,No,0,Inactive,Low,Medium,Medium,0.46394569353612686,0,Medium Risk
1529,2023-09-29,Basic,199,22.0,8,3,18,56,Yes,1,Inactive,High,High,High,0.8198819894138584,1,High Risk
1530,2023-10-10,Premium,699,22.3,6,4,23,26,No,0,At Risk,High,High,High,0.6929173278883403,1,High Risk
1531,2023-05-06,Standard,399,1.5,8,5,13,21,Yes,1,At Risk,High,High,Low,0.9281877202364547,1,High Risk
1532,2024-05-25,Standard,399,14.4,5,2,30,7,No,0,Active,Medium,Medium,Medium,0.4186541294397491,0,Medium Risk
1533,2024-11-11,Premium,699,11.9,2,4,10,18,No,0,At Risk,Low,High,Medium,0.6106976612313331,1,High Risk
1534,2023-08-11,Basic,199,12.4,1,2,20,0,No,0,Active,Low,Medium,Medium,0.23526464906091427,0,Low Risk
1535,2023-01-01,Standard,399,1.8,4,0,8,27,Yes,1,At Risk,Medium,Low,Low,0.5827020841637648,1,Medium Risk
1536,2024-07-28,Basic,199,3.9,4,4,17,42,Yes,1,Inactive,Medium,High,Low,0.8982798902227571,1,High Risk
1537,2023-03-24,Basic,199,18.0,2,5,6,12,No,0,Active,Low,High,High,0.5029380918548988,1,Medium Risk
1538,2024-01-31,Standard,399,1.3,5,1,15,51,Yes,1,Inactive,Medium,Medium,Low,0.8340652672767477,1,High Risk
1539,2023-11-15,Standard,399,24.2,1,2,26,58,Yes,1,Inactive,Low,Medium,High,0.5427150105494912,1,Medium Risk
1540,2023-07-24,Basic,199,17.1,5,4,28,8,No,0,Active,Medium,High,High,0.5115077809410491,1,Medium Risk
1541,2024-08-03,Standard,399,10.7,3,2,9,19,Yes,1,At Risk,Medium,Medium,Medium,0.41580025281879796,0,Medium Risk
1542,2024-03-28,Premium,699,13.9,6,3,30,6,Yes,1,Active,High,High,Medium,0.5142086249831161,1,Medium Risk
1543,2024-03-06,Premium,699,12.8,5,3,21,22,Yes,1,At Risk,Medium,High,Medium,0.6504330896186423,1,High Risk
1544,2023-05-24,Standard,399,1.2,8,0,30,49,Yes,1,Inactive,High,Low,Low,0.8066286957526188,1,High Risk
1545,2024-08-02,Premium,699,19.8,8,2,20,8,No,0,Active,High,Medium,High,0.5258994284835078,1,Medium Risk
1546,2024-04-18,Standard,399,19.0,6,1,4,25,No,0,At Risk,High,Medium,High,0.495082080344304,0,Medium Risk
1547,2024-10-27,Premium,699,21.1,1,0,30,17,No,0,At Risk,Low,Low,High,0.2432936668306312,0,Low Risk
1548,2023-03-04,Basic,199,15.1,4,4,22,30,Yes,1,At Risk,Medium,High,High,0.6023676766895949,1,High Risk
1549,2024-07-29,Basic,199,18.6,0,5,33,13,No,0,Active,Low,High,High,0.4204550815802794,0,Medium Risk
1550,2023-01-07,Premium,699,3.8,2,2,32,40,Yes,1,Inactive,Low,Medium,Low,0.789265240719438,1,High Risk
1551,2024-06-16,Standard,399,3.3,0,1,13,38,No,0,Inactive,Low,Medium,Low,0.6705506160999442,1,High Risk
1552,2024-02-05,Basic,199,5.5,7,0,16,53,No,0,Inactive,High,Low,Medium,0.5046434077691924,1,Medium Risk
1553,2024-07-13,Basic,199,7.8,7,1,8,52,Yes,1,Inactive,High,Medium,Medium,0.6381089997346535,1,High Risk
1554,2023-07-09,Standard,399,21.6,1,3,29,9,No,0,Active,Low,High,High,0.35262142648246025,0,Medium Risk
1555,2023-10-24,Basic,199,4.7,8,1,16,30,Yes,1,At Risk,High,Medium,Low,0.832812034093679,1,High Risk
1556,2024-01-31,Premium,699,24.0,7,2,7,42,Yes,1,Inactive,High,Medium,High,0.717236158157875,1,High Risk
1557,2023-05-04,Premium,699,11.9,6,1,7,1,No,0,Active,High,Medium,Medium,0.3105787962750158,0,Medium Risk
1558,2024-11-03,Premium,699,0.8,4,0,25,41,Yes,1,Inactive,Medium,Low,Low,0.6807265099404886,1,High Risk
1559,2024-04-14,Premium,699,1.5,5,1,29,29,No,0,At Risk,Medium,Medium,Low,0.7691761602552573,1,High Risk
1560,2023-08-04,Standard,399,24.6,5,4,1,54,No,0,Inactive,Medium,High,High,0.7954323181378031,1,High Risk
1561,2024-11-02,Standard,399,10.1,1,1,34,41,Yes,1,Inactive,Low,Medium,Medium,0.42951580291657226,0,Medium Risk
1562,2023-11-07,Premium,699,11.8,2,2,22,50,No,0,Inactive,Low,Medium,Medium,0.5521888733088135,1,Medium Risk
1563,2023-07-04,Standard,399,22.9,7,3,5,30,Yes,1,At Risk,High,High,High,0.7067005627402524,1,High Risk
1564,2024-08-25,Premium,699,19.5,8,2,33,8,No,0,Active,High,Medium,High,0.5228179842476061,1,Medium Risk
1565,2023-06-12,Premium,699,14.8,6,0,23,2,Yes,1,Active,High,Low,Medium,0.22740562340010173,0,Low Risk
1566,2023-08-26,Basic,199,16.8,7,5,7,30,Yes,1,At Risk,High,High,High,0.7613388313133979,1,High Risk
1567,2024-03-06,Premium,699,3.1,2,5,16,57,Yes,1,Inactive,Low,High,Low,0.923272227445457,1,High Risk
1568,2024-03-28,Basic,199,15.5,1,0,4,54,No,0,Inactive,Low,Low,High,0.3283565875081562,0,Medium Risk
1569,2023-05-17,Standard,399,23.1,5,0,2,44,Yes,1,Inactive,Medium,Low,High,0.4606982892651975,0,Medium Risk
1570,2023-08-19,Premium,699,5.4,4,3,36,28,Yes,1,At Risk,Medium,High,Medium,0.5360335730335571,1,Medium Risk
1571,2024-10-06,Basic,199,11.1,8,1,11,5,No,0,Active,High,Medium,Medium,0.4457445720503056,0,Medium Risk
1572,2024-08-04,Premium,699,5.5,2,0,7,23,No,0,At Risk,Low,Low,Medium,0.2656729492875209,0,Low Risk
1573,2024-08-07,Premium,699,8.8,8,3,5,12,No,0,Active,High,High,Medium,0.6176219024651353,1,High Risk
1574,2024-03-13,Standard,399,9.1,8,1,33,51,Yes,1,Inactive,High,Medium,Medium,0.6994169623382037,1,High Risk
1575,2023-04-14,Premium,699,21.9,1,1,25,50,No,0,Inactive,Low,Medium,High,0.4506164566027863,0,Medium Risk
1576,2023-10-24,Basic,199,6.1,8,2,32,1,Yes,1,Active,High,Medium,Medium,0.4295707693122561,0,Medium Risk
1577,2024-08-12,Standard,399,17.7,1,1,25,18,Yes,1,At Risk,Low,Medium,High,0.32998508997933645,0,Medium Risk
1578,2024-07-13,Basic,199,23.3,8,2,34,25,Yes,1,At Risk,High,Medium,High,0.6774283464514809,1,High Risk
1579,2024-03-07,Premium,699,14.8,4,5,8,1,Yes,1,Active,Medium,High,Medium,0.5648404012930666,1,Medium Risk
1580,2023-12-04,Standard,399,8.7,0,1,13,13,No,0,Active,Low,Medium,Medium,0.17421228723528326,0,Low Risk
1581,2023-02-06,Premium,699,6.3,1,4,4,57,No,0,Inactive,Low,High,Medium,0.6370192830506859,1,High Risk
1582,2023-10-05,Standard,399,23.8,1,4,5,30,No,0,At Risk,Low,High,High,0.5805783855124316,1,Medium Risk
1583,2024-03-17,Premium,699,3.0,7,4,3,14,Yes,1,Active,High,High,Low,0.8552685385190595,1,High Risk
1584,2023-07-20,Standard,399,19.6,3,0,20,59,Yes,1,Inactive,Medium,Low,High,0.36498721209667545,0,Medium Risk
1585,2024-01-22,Premium,699,17.2,0,4,25,30,Yes,1,At Risk,Low,High,High,0.512369151261994,1,Medium Risk
1586,2023-05-01,Premium,699,11.0,6,4,9,8,Yes,1,Active,High,High,Medium,0.53116235976226,1,Medium Risk
1587,2023-08-26,Premium,699,9.1,5,3,24,58,Yes,1,Inactive,Medium,High,Medium,0.7266389268022319,1,High Risk
1588,2023-01-16,Basic,199,6.1,8,4,1,2,No,0,Active,High,High,Medium,0.5930408798720574,1,Medium Risk
1589,2023-10-17,Premium,699,20.4,1,0,16,8,No,0,Active,Low,Low,High,0.14485938863487352,0,Low Risk
1590,2024-05-05,Basic,199,9.1,3,2,21,8,No,0,Active,Medium,Medium,Medium,0.28008977504464944,0,Low Risk
1591,2024-05-21,Premium,699,16.6,1,2,8,60,Yes,1,Inactive,Low,Medium,High,0.5357941759606671,1,Medium Risk
1592,2024-01-11,Premium,699,22.5,3,3,23,45,Yes,1,Inactive,Medium,High,High,0.6514952637399091,1,High Risk
1593,2024-12-15,Premium,699,21.8,3,4,19,57,Yes,1,Inactive,Medium,High,High,0.7257851243121995,1,High Risk
1594,2024-05-12,Premium,699,3.1,5,3,33,45,Yes,1,Inactive,Medium,High,Low,0.9026322029787884,1,High Risk
1595,2024-07-20,Standard,399,5.5,2,4,6,14,Yes,1,Active,Low,High,Medium,0.46014069270521324,0,Medium Risk
1596,2024-10-27,Basic,199,9.6,2,0,8,15,No,0,At Risk,Low,Low,Medium,0.2606679086562814,0,Low Risk
1597,2023-11-04,Standard,399,1.0,0,2,8,17,Yes,1,At Risk,Low,Medium,Low,0.5891874437256451,1,Medium Risk
1598,2024-01-29,Basic,199,7.3,6,3,4,1,No,0,Active,High,High,Medium,0.4539450909991061,0,Medium Risk
1599,2023-02-23,Standard,399,6.0,6,1,3,42,Yes,1,Inactive,High,Medium,Medium,0.522204576459979,1,Medium Risk
1600,2023-12-11,Premium,699,1.3,5,0,20,58,Yes,1,Inactive,Medium,Low,Low,0.7449366447287933,1,High Risk
1601,2024-03-13,Standard,399,19.1,5,5,14,53,Yes,1,Inactive,Medium,High,High,0.8265522700397837,1,High Risk
1602,2024-11-25,Premium,699,20.3,8,3,4,60,Yes,1,Inactive,High,High,High,0.8432870981347498,1,High Risk
1603,2024-04-23,Standard,399,11.9,8,2,35,10,No,0,Active,High,Medium,Medium,0.5273324887201633,1,Medium Risk
1604,2023-10-08,Premium,699,3.7,0,2,16,51,Yes,1,Inactive,Low,Medium,Low,0.7262671568996617,1,High Risk
1605,2024-09-22,Basic,199,19.4,4,2,16,36,Yes,1,Inactive,Medium,Medium,High,0.5611473095486443,1,Medium Risk
1606,2023-01-13,Standard,399,7.1,4,5,24,51,No,0,Inactive,Medium,High,Medium,0.7451086309498464,1,High Risk
1607,2024-04-18,Basic,199,14.4,5,2,20,54,Yes,1,Inactive,Medium,Medium,Medium,0.6776630821314437,1,High Risk
1608,2024-07-23,Basic,199,0.7,0,2,29,30,Yes,1,At Risk,Low,Medium,Low,0.641019050330399,1,High Risk
1609,2023-11-18,Basic,199,1.9,1,2,27,57,Yes,1,Inactive,Low,Medium,Low,0.7672512834579099,1,High Risk
1610,2023-08-21,Basic,199,4.9,4,2,29,55,Yes,1,Inactive,Medium,Medium,Low,0.8295025696488773,1,High Risk
1611,2023-07-08,Premium,699,4.1,0,1,12,7,No,0,Active,Low,Medium,Low,0.42329715596696765,0,Medium Risk
1612,2023-03-04,Premium,699,21.6,5,0,33,35,No,0,Inactive,Medium,Low,High,0.4253869233855263,0,Medium Risk
1613,2023-12-28,Premium,699,24.4,0,5,17,54,No,0,Inactive,Low,High,High,0.6840816236625893,1,High Risk
1614,2023-04-26,Premium,699,15.2,5,0,3,4,No,0,Active,Medium,Low,High,0.2032215549729708,0,Low Risk
1615,2024-11-28,Premium,699,6.3,5,4,5,23,No,0,At Risk,Medium,High,Medium,0.6706354339771433,1,High Risk
1616,2024-01-04,Standard,399,16.2,4,1,5,1,No,0,Active,Medium,Medium,High,0.27037913339773423,0,Low Risk
1617,2024-09-28,Standard,399,22.5,5,3,27,60,No,0,Inactive,Medium,High,High,0.7782103028165342,1,High Risk
1618,2023-04-19,Basic,199,9.5,4,1,11,58,No,0,Inactive,Medium,Medium,Medium,0.5209722265909563,1,Medium Risk
1619,2024-08-18,Premium,699,20.3,8,5,14,49,Yes,1,Inactive,High,High,High,0.8827004332212455,1,High Risk
1620,2023-06-03,Premium,699,23.5,6,4,23,2,No,0,Active,High,High,High,0.5424534630176682,1,Medium Risk
1621,2024-10-07,Standard,399,23.9,3,4,6,32,No,0,Inactive,Medium,High,High,0.6787598908871276,1,High Risk
1622,2024-04-28,Premium,699,13.7,1,4,27,51,Yes,1,Inactive,Low,High,Medium,0.6876305441782208,1,High Risk
1623,2023-10-28,Premium,699,13.2,5,2,34,12,No,0,Active,Medium,Medium,Medium,0.39620206514349154,0,Medium Risk
1624,2023-04-29,Basic,199,6.5,5,1,22,29,Yes,1,At Risk,Medium,Medium,Medium,0.4376523775928182,0,Medium Risk
1625,2024-06-01,Premium,699,11.4,6,2,16,5,Yes,1,Active,High,Medium,Medium,0.3974976828489913,0,Medium Risk
1626,2024-08-06,Basic,199,16.5,3,3,24,50,Yes,1,Inactive,Medium,High,High,0.6221303294457592,1,High Risk
1627,2024-09-12,Basic,199,6.5,6,5,35,37,Yes,1,Inactive,High,High,Medium,0.7724181417083992,1,High Risk
1628,2023-06-01,Standard,399,8.9,1,0,19,26,No,0,At Risk,Low,Low,Medium,0.21957242729606158,0,Low Risk
1629,2023-06-20,Premium,699,16.0,3,1,32,56,No,0,Inactive,Medium,Medium,High,0.45676589474315027,0,Medium Risk
1630,2023-04-14,Basic,199,7.0,8,5,27,59,Yes,1,Inactive,High,High,Medium,0.8615526392235,1,High Risk
1631,2023-05-16,Basic,199,20.9,0,5,3,10,No,0,Active,Low,High,High,0.39913977650138266,0,Medium Risk
1632,2024-07-24,Premium,699,23.0,6,2,34,8,Yes,1,Active,High,Medium,High,0.42693569815767485,0,Medium Risk
1633,2023-02-16,Basic,199,3.4,5,4,19,38,Yes,1,Inactive,Medium,High,Low,0.903238772197698,1,High Risk
1634,2024-03-22,Basic,199,23.8,6,5,23,28,Yes,1,At Risk,High,High,High,0.7665290633423054,1,High Risk
1635,2024-06-05,Standard,399,17.7,2,5,31,49,Yes,1,Inactive,Low,High,High,0.7571601463801958,1,High Risk
1636,2023-11-25,Basic,199,22.4,5,5,10,41,Yes,1,Inactive,Medium,High,High,0.7951516282888927,1,High Risk
1637,2023-12-16,Standard,399,13.0,4,0,12,14,No,0,Active,Medium,Low,Medium,0.20317207497467799,0,Low Risk
1638,2023-11-23,Basic,199,22.5,8,3,34,18,Yes,1,At Risk,High,High,High,0.7169196500587223,1,High Risk
1639,2024-09-22,Basic,199,1.5,3,3,10,33,Yes,1,Inactive,Medium,High,Low,0.826026385469669,1,High Risk
1640,2024-03-25,Standard,399,9.0,2,0,7,18,No,0,At Risk,Low,Low,Medium,0.2705306947158523,0,Low Risk
1641,2023-08-26,Basic,199,7.6,4,4,11,48,Yes,1,Inactive,Medium,High,Medium,0.6888436941213203,1,High Risk
