user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_target,login_recency_category,support_risk,payment_risk,usage_level
1394,2024-01-13,Premium,699,9.0,1,2,19,58,Yes,1,Inactive,Low,Medium,Medium
1395,2024-02-04,Standard,399,19.8,2,5,5,9,Yes,1,Active,Low,High,High
1396,2023-10-13,Standard,399,20.5,1,4,31,27,No,0,At Risk,Low,High,High
1397,2023-11-23,Basic,199,8.4,2,1,6,49,No,0,Inactive,Low,Medium,Medium
1398,2023-05-22,Standard,399,12.3,6,4,28,50,Yes,1,Inactive,High,High,Medium
1399,2024-06-29,Premium,699,9.9,8,3,16,34,Yes,1,Inactive,High,High,Medium
1400,2023-08-13,Premium,699,9.9,6,4,15,36,No,0,Inactive,High,High,Medium
1401,2024-07-25,Premium,699,6.3,0,1,6,54,Yes,1,Inactive,Low,Medium,Medium
1402,2023-05-23,Standard,399,23.1,0,2,9,23,No,0,At Risk,Low,Medium,High
1403,2023-08-18,Standard,399,4.0,8,3,30,15,Yes,1,At Risk,High,High,Low
1404,2024-03-10,Basic,199,3.4,2,3,9,46,Yes,1,Inactive,Low,High,Low
1405,2023-06-11,Standard,399,17.7,1,3,4,53,Yes,1,Inactive,Low,High,High
1406,2024-03-02,Basic,199,9.4,1,1,10,4,Yes,1,Active,Low,Medium,Medium
1407,2023-11-03,Basic,199,12.0,2,5,12,33,No,0,Inactive,Low,High,Medium
1408,2023-04-24,Standard,399,18.2,7,5,27,44,Yes,1,Inactive,High,High,High
1409,2023-06-14,Basic,199,22.1,0,4,4,48,Yes,1,Inactive,Low,High,High
1410,2024-08-08,Basic,199,20.9,7,4,26,45,No,0,Inactive,High,High,High
1411,2024-06-18,Premium,699,17.9,6,1,20,17,No,0,At Risk,High,Medium,High
1412,2023-07-08,Standard,399,18.7,6,4,9,3,Yes,1,Active,High,High,High
1413,2024-10-30,Premium,699,15.3,1,5,36,29,Yes,1,At Risk,Low,High,High
1414,2024-03-10,Premium,699,20.8,2,0,26,51,No,0,Inactive,Low,Low,High
1415,2023-12-10,Basic,199,3.2,1,2,18,38,Yes,1,Inactive,Low,Medium,Low
1416,2023-01-12,Basic,199,7.4,8,0,16,4,Yes,1,Active,High,Low,Medium
1417,2024-08-06,Standard,399,14.0,0,1,13,17,Yes,1,At Risk,Low,Medium,Medium
1418,2023-11-13,Premium,699,14.3,7,0,3,3,No,0,Active,High,Low,Medium
1419,2024-02-05,Basic,199,18.9,6,4,23,12,Yes,1,Active,High,High,High
1420,2024-05-30,Premium,699,24.4,1,2,23,26,No,0,At Risk,Low,Medium,High
1421,2024-05-03,Basic,199,20.3,2,0,33,37,No,0,Inactive,Low,Low,High
1422,2024-10-02,Premium,699,7.6,2,5,3,29,Yes,1,At Risk,Low,High,Medium
1423,2024-05-28,Basic,199,22.2,2,5,15,10,No,0,Active,Low,High,High
1424,2023-10-25,Premium,699,23.3,5,3,34,50,Yes,1,Inactive,Medium,High,High
1425,2024-09-13,Standard,399,1.5,6,1,28,13,No,0,Active,High,Medium,Low
1426,2023-11-13,Basic,199,14.4,7,0,10,51,Yes,1,Inactive,High,Low,Medium
1427,2023-06-15,Premium,699,12.7,7,2,6,10,No,0,Active,High,Medium,Medium
1428,2024-04-16,Basic,199,14.6,5,0,18,4,Yes,1,Active,Medium,Low,Medium
1429,2023-05-07,Standard,399,24.5,7,5,31,59,Yes,1,Inactive,High,High,High
1430,2024-11-27,Premium,699,1.5,4,3,32,26,Yes,1,At Risk,Medium,High,Low
1431,2024-06-02,Basic,199,9.5,5,2,29,5,No,0,Active,Medium,Medium,Medium
1432,2023-09-08,Standard,399,22.0,0,4,17,41,Yes,1,Inactive,Low,High,High
1433,2024-02-13,Premium,699,0.7,1,2,36,24,Yes,1,At Risk,Low,Medium,Low
1434,2024-04-24,Basic,199,10.0,7,5,15,5,Yes,1,Active,High,High,Medium
1435,2023-04-21,Premium,699,22.6,7,0,35,5,Yes,1,Active,High,Low,High
1436,2024-09-10,Standard,399,5.4,5,0,28,20,No,0,At Risk,Medium,Low,Medium
1437,2024-07-12,Standard,399,17.7,7,0,14,17,No,0,At Risk,High,Low,High
1438,2024-09-07,Basic,199,4.1,3,2,31,36,Yes,1,Inactive,Medium,Medium,Low
1439,2023-08-05,Standard,399,23.4,5,3,4,30,Yes,1,At Risk,Medium,High,High
1440,2024-02-19,Basic,199,7.1,2,0,28,9,Yes,1,Active,Low,Low,Medium
1441,2023-09-23,Basic,199,21.9,7,3,20,33,Yes,1,Inactive,High,High,High
1442,2023-07-23,Basic,199,2.8,6,2,4,48,Yes,1,Inactive,High,Medium,Low
1443,2024-12-14,Standard,399,12.3,8,5,27,50,Yes,1,Inactive,High,High,Medium
1444,2024-09-03,Standard,399,22.9,6,0,23,35,No,0,Inactive,High,Low,High
1445,2023-11-21,Basic,199,18.2,2,2,5,42,No,0,Inactive,Low,Medium,High
1446,2024-11-21,Basic,199,22.5,2,3,10,55,Yes,1,Inactive,Low,High,High
1447,2023-05-09,Standard,399,13.3,0,3,17,60,No,0,Inactive,Low,High,Medium
1448,2023-07-12,Premium,699,16.2,1,0,29,13,No,0,Active,Low,Low,High
1449,2023-07-15,Standard,399,19.5,6,1,35,22,Yes,1,At Risk,High,Medium,High
1450,2024-05-29,Premium,699,9.6,5,0,1,19,No,0,At Risk,Medium,Low,Medium
1451,2024-07-09,Basic,199,16.4,7,3,32,26,Yes,1,At Risk,High,High,High
1452,2024-03-14,Standard,399,24.4,5,0,34,59,Yes,1,Inactive,Medium,Low,High
1453,2024-11-06,Standard,399,14.0,2,4,12,27,Yes,1,At Risk,Low,High,Medium
1454,2023-04-02,Premium,699,16.0,1,0,28,51,No,0,Inactive,Low,Low,High
1455,2024-09-30,Premium,699,15.6,6,0,2,31,No,0,Inactive,High,Low,High
1456,2023-10-24,Premium,699,16.0,8,4,7,51,Yes,1,Inactive,High,High,High
1457,2024-04-25,Standard,399,6.0,7,4,14,24,Yes,1,At Risk,High,High,Medium
1458,2024-12-21,Basic,199,24.2,7,3,23,58,No,0,Inactive,High,High,High
1459,2024-11-05,Premium,699,0.7,5,1,26,32,Yes,1,Inactive,Medium,Medium,Low
1460,2024-02-29,Standard,399,21.0,6,5,20,15,Yes,1,At Risk,High,High,High
1461,2023-11-22,Basic,199,1.1,5,4,1,52,Yes,1,Inactive,Medium,High,Low
1462,2023-07-17,Standard,399,24.0,6,1,11,35,No,0,Inactive,High,Medium,High
1463,2023-06-27,Premium,699,20.8,6,1,26,60,No,0,Inactive,High,Medium,High
1464,2023-05-10,Standard,399,13.2,6,1,21,6,No,0,Active,High,Medium,Medium
1465,2024-07-20,Premium,699,16.0,6,5,8,58,Yes,1,Inactive,High,High,High
1466,2024-08-30,Basic,199,5.5,1,0,21,27,Yes,1,At Risk,Low,Low,Medium
1467,2023-05-14,Basic,199,15.6,8,0,2,36,Yes,1,Inactive,High,Low,High
1468,2023-09-09,Standard,399,5.1,3,2,23,12,No,0,Active,Medium,Medium,Medium
1469,2024-10-04,Premium,699,19.4,0,2,25,5,No,0,Active,Low,Medium,High
1470,2023-07-04,Basic,199,3.2,1,0,7,9,Yes,1,Active,Low,Low,Low
1471,2023-01-23,Basic,199,12.6,5,1,5,25,Yes,1,At Risk,Medium,Medium,Medium
1472,2023-11-18,Standard,399,12.4,1,1,5,43,No,0,Inactive,Low,Medium,Medium
1473,2024-11-06,Premium,699,20.3,2,2,29,0,No,0,Active,Low,Medium,High
1474,2024-09-06,Premium,699,3.4,5,2,3,30,Yes,1,At Risk,Medium,Medium,Low
1475,2024-07-02,Premium,699,4.4,4,0,1,12,No,0,Active,Medium,Low,Low
1476,2023-08-11,Basic,199,13.0,2,1,34,55,No,0,Inactive,Low,Medium,Medium
1477,2023-10-02,Basic,199,3.9,1,5,21,44,No,0,Inactive,Low,High,Low
1478,2023-10-29,Standard,399,5.4,1,2,31,45,Yes,1,Inactive,Low,Medium,Medium
1479,2024-12-04,Standard,399,11.2,6,1,32,16,Yes,1,At Risk,High,Medium,Medium
1480,2023-11-16,Premium,699,24.1,1,4,18,50,No,0,Inactive,Low,High,High
1481,2024-09-02,Basic,199,23.9,7,3,14,56,Yes,1,Inactive,High,High,High
1482,2024-08-03,Premium,699,20.5,1,4,18,24,Yes,1,At Risk,Low,High,High
1483,2024-06-07,Standard,399,22.5,1,3,24,10,No,0,Active,Low,High,High
1484,2023-07-04,Standard,399,7.7,8,2,27,25,Yes,1,At Risk,High,Medium,Medium
1485,2024-01-16,Standard,399,19.9,5,1,28,4,Yes,1,Active,Medium,Medium,High
1486,2023-12-03,Standard,399,19.6,1,0,10,20,No,0,At Risk,Low,Low,High
1487,2023-10-18,Basic,199,14.4,5,1,30,35,Yes,1,Inactive,Medium,Medium,Medium
1488,2024-11-18,Premium,699,13.4,1,4,14,17,No,0,At Risk,Low,High,Medium
1489,2023-07-21,Basic,199,17.2,6,2,27,52,Yes,1,Inactive,High,Medium,High
1490,2023-06-25,Basic,199,12.7,4,3,32,7,Yes,1,Active,Medium,High,Medium
1491,2024-10-21,Premium,699,15.0,3,4,21,1,Yes,1,Active,Medium,High,Medium
1492,2023-02-07,Premium,699,22.8,4,1,1,53,No,0,Inactive,Medium,Medium,High
1493,2024-03-01,Premium,699,1.5,0,0,34,30,Yes,1,At Risk,Low,Low,Low
1494,2023-11-17,Premium,699,7.2,5,3,20,5,No,0,Active,Medium,High,Medium
1495,2023-05-05,Standard,399,10.1,7,3,4,54,Yes,1,Inactive,High,High,Medium
1496,2023-11-27,Standard,399,1.2,0,0,7,8,Yes,1,Active,Low,Low,Low
1497,2024-01-13,Premium,699,6.0,1,1,28,46,No,0,Inactive,Low,Medium,Medium
1498,2023-04-24,Premium,699,23.4,0,2,1,56,No,0,Inactive,Low,Medium,High
1499,2024-01-24,Basic,199,2.3,5,5,20,39,Yes,1,Inactive,Medium,High,Low
1500,2023-06-01,Standard,399,23.2,7,0,11,8,No,0,Active,High,Low,High
1501,2024-05-04,Premium,699,16.1,1,4,27,33,Yes,1,Inactive,Low,High,High
1502,2023-09-28,Premium,699,24.4,5,5,32,30,Yes,1,At Risk,Medium,High,High
1503,2023-07-30,Standard,399,9.1,3,5,6,41,No,0,Inactive,Medium,High,Medium
1504,2023-08-10,Premium,699,2.3,7,0,5,13,Yes,1,Active,High,Low,Low
1505,2024-06-24,Standard,399,5.1,1,2,25,13,No,0,Active,Low,Medium,Medium
1506,2024-05-31,Premium,699,19.1,4,5,21,29,Yes,1,At Risk,Medium,High,High
1507,2024-06-09,Basic,199,5.9,5,3,9,28,No,0,At Risk,Medium,High,Medium
1508,2024-08-14,Basic,199,5.1,4,3,26,10,No,0,Active,Medium,High,Medium
1509,2024-04-16,Premium,699,4.1,1,5,7,7,Yes,1,Active,Low,High,Low
1510,2024-07-17,Basic,199,1.2,8,3,18,22,Yes,1,At Risk,High,High,Low
1511,2023-12-08,Basic,199,11.1,2,3,23,32,Yes,1,Inactive,Low,High,Medium
1512,2024-03-08,Basic,199,7.2,1,0,29,41,No,0,Inactive,Low,Low,Medium
1513,2024-05-20,Basic,199,5.1,2,4,19,17,No,0,At Risk,Low,High,Medium
1514,2023-08-13,Premium,699,3.2,0,5,28,15,No,0,At Risk,Low,High,Low
1515,2023-10-10,Basic,199,22.4,4,1,4,4,No,0,Active,Medium,Medium,High
1516,2024-12-09,Basic,199,10.1,1,1,26,46,No,0,Inactive,Low,Medium,Medium
1517,2024-09-02,Standard,399,5.5,3,2,32,40,Yes,1,Inactive,Medium,Medium,Medium
1518,2023-11-09,Standard,399,2.8,8,5,1,39,Yes,1,Inactive,High,High,Low
1519,2024-04-11,Premium,699,4.7,1,1,16,11,Yes,1,Active,Low,Medium,Low
1520,2023-09-28,Basic,199,16.8,6,2,1,1,Yes,1,Active,High,Medium,High
1521,2024-08-20,Basic,199,17.1,0,4,11,22,No,0,At Risk,Low,High,High
1522,2024-08-03,Basic,199,21.9,7,0,32,2,No,0,Active,High,Low,High
1523,2023-04-07,Premium,699,21.0,8,4,19,10,No,0,Active,High,High,High
1524,2024-07-12,Basic,199,20.2,5,3,20,31,Yes,1,Inactive,Medium,High,High
1525,2024-12-28,Standard,399,6.7,7,0,32,52,Yes,1,Inactive,High,Low,Medium
1526,2024-10-17,Standard,399,19.5,7,0,34,17,No,0,At Risk,High,Low,High
1527,2023-02-01,Basic,199,24.5,3,5,10,9,No,0,Active,Medium,High,High
1528,2024-10-16,Basic,199,9.3,1,1,28,58,No,0,Inactive,Low,Medium,Medium
1529,2023-09-29,Basic,199,22.0,8,3,18,56,Yes,1,Inactive,High,High,High
1530,2023-10-10,Premium,699,22.3,6,4,23,26,No,0,At Risk,High,High,High
1531,2023-05-06,Standard,399,1.5,8,5,13,21,Yes,1,At Risk,High,High,Low
1532,2024-05-25,Standard,399,14.4,5,2,30,7,No,0,Active,Medium,Medium,Medium
1533,2024-11-11,Premium,699,11.9,2,4,10,18,No,0,At Risk,Low,High,Medium
1534,2023-08-11,Basic,199,12.4,1,2,20,0,No,0,Active,Low,Medium,Medium
1535,2023-01-01,Standard,399,1.8,4,0,8,27,Yes,1,At Risk,Medium,Low,Low
1536,2024-07-28,Basic,199,3.9,4,4,17,42,Yes,1,Inactive,Medium,High,Low
1537,2023-03-24,Basic,199,18.0,2,5,6,12,No,0,Active,Low,High,High
1538,2024-01-31,Standard,399,1.3,5,1,15,51,Yes,1,Inactive,Medium,Medium,Low
1539,2023-11-15,Standard,399,24.2,1,2,26,58,Yes,1,Inactive,Low,Medium,High
1540,2023-07-24,Basic,199,17.1,5,4,28,8,No,0,Active,Medium,High,High
1541,2024-08-03,Standard,399,10.7,3,2,9,19,Yes,1,At Risk,Medium,Medium,Medium
1542,2024-03-28,Premium,699,13.9,6,3,30,6,Yes,1,Active,High,High,Medium
1543,2024-03-06,Premium,699,12.8,5,3,21,22,Yes,1,At Risk,Medium,High,Medium
1544,2023-05-24,Standard,399,1.2,8,0,30,49,Yes,1,Inactive,High,Low,Low
1545,2024-08-02,Premium,699,19.8,8,2,20,8,No,0,Active,High,Medium,High
1546,2024-04-18,Standard,399,19.0,6,1,4,25,No,0,At Risk,High,Medium,High
1547,2024-10-27,Premium,699,21.1,1,0,30,17,No,0,At Risk,Low,Low,High
1548,2023-03-04,Basic,199,15.1,4,4,22,30,Yes,1,At Risk,Medium,High,High
1549,2024-07-29,Basic,199,18.6,0,5,33,13,No,0,Active,Low,High,High
1550,2023-01-07,Premium,699,3.8,2,2,32,40,Yes,1,Inactive,Low,Medium,Low
1551,2024-06-16,Standard,399,3.3,0,1,13,38,No,0,Inactive,Low,Medium,Low
1552,2024-02-05,Basic,199,5.5,7,0,16,53,No,0,Inactive,High,Low,Medium
1553,2024-07-13,Basic,199,7.8,7,1,8,52,Yes,1,Inactive,High,Medium,Medium
1554,2023-07-09,Standard,399,21.6,1,3,29,9,No,0,Active,Low,High,High
1555,2023-10-24,Basic,199,4.7,8,1,16,30,Yes,1,At Risk,High,Medium,Low
1556,2024-01-31,Premium,699,24.0,7,2,7,42,Yes,1,Inactive,High,Medium,High
1557,2023-05-04,Premium,699,11.9,6,1,7,1,No,0,Active,High,Medium,Medium
1558,2024-11-03,Premium,699,0.8,4,0,25,41,Yes,1,Inactive,Medium,Low,Low
1559,2024-04-14,Premium,699,1.5,5,1,29,29,No,0,At Risk,Medium,Medium,Low
1560,2023-08-04,Standard,399,24.6,5,4,1,54,No,0,Inactive,Medium,High,High
1561,2024-11-02,Standard,399,10.1,1,1,34,41,Yes,1,Inactive,Low,Medium,Medium
1562,2023-11-07,Premium,699,11.8,2,2,22,50,No,0,Inactive,Low,Medium,Medium
1563,2023-07-04,Standard,399,22.9,7,3,5,30,Yes,1,At Risk,High,High,High
1564,2024-08-25,Premium,699,19.5,8,2,33,8,No,0,Active,High,Medium,High
1565,2023-06-12,Premium,699,14.8,6,0,23,2,Yes,1,Active,High,Low,Medium
1566,2023-08-26,Basic,199,16.8,7,5,7,30,Yes,1,At Risk,High,High,High
1567,2024-03-06,Premium,699,3.1,2,5,16,57,Yes,1,Inactive,Low,High,Low
1568,2024-03-28,Basic,199,15.5,1,0,4,54,No,0,Inactive,Low,Low,High
1569,2023-05-17,Standard,399,23.1,5,0,2,44,Yes,1,Inactive,Medium,Low,High
1570,2023-08-19,Premium,699,5.4,4,3,36,28,Yes,1,At Risk,Medium,High,Medium
1571,2024-10-06,Basic,199,11.1,8,1,11,5,No,0,Active,High,Medium,Medium
1572,2024-08-04,Premium,699,5.5,2,0,7,23,No,0,At Risk,Low,Low,Medium
1573,2024-08-07,Premium,699,8.8,8,3,5,12,No,0,Active,High,High,Medium
1574,2024-03-13,Standard,399,9.1,8,1,33,51,Yes,1,Inactive,High,Medium,Medium
1575,2023-04-14,Premium,699,21.9,1,1,25,50,No,0,Inactive,Low,Medium,High
1576,2023-10-24,Basic,199,6.1,8,2,32,1,Yes,1,Active,High,Medium,Medium
1577,2024-08-12,Standard,399,17.7,1,1,25,18,Yes,1,At Risk,Low,Medium,High
1578,2024-07-13,Basic,199,23.3,8,2,34,25,Yes,1,At Risk,High,Medium,High
1579,2024-03-07,Premium,699,14.8,4,5,8,1,Yes,1,Active,Medium,High,Medium
1580,2023-12-04,Standard,399,8.7,0,1,13,13,No,0,Active,Low,Medium,Medium
1581,2023-02-06,Premium,699,6.3,1,4,4,57,No,0,Inactive,Low,High,Medium
1582,2023-10-05,Standard,399,23.8,1,4,5,30,No,0,At Risk,Low,High,High
1583,2024-03-17,Premium,699,3.0,7,4,3,14,Yes,1,Active,High,High,Low
1584,2023-07-20,Standard,399,19.6,3,0,20,59,Yes,1,Inactive,Medium,Low,High
1585,2024-01-22,Premium,699,17.2,0,4,25,30,Yes,1,At Risk,Low,High,High
1586,2023-05-01,Premium,699,11.0,6,4,9,8,Yes,1,Active,High,High,Medium
1587,2023-08-26,Premium,699,9.1,5,3,24,58,Yes,1,Inactive,Medium,High,Medium
1588,2023-01-16,Basic,199,6.1,8,4,1,2,No,0,Active,High,High,Medium
1589,2023-10-17,Premium,699,20.4,1,0,16,8,No,0,Active,Low,Low,High
1590,2024-05-05,Basic,199,9.1,3,2,21,8,No,0,Active,Medium,Medium,Medium
1591,2024-05-21,Premium,699,16.6,1,2,8,60,Yes,1,Inactive,Low,Medium,High
1592,2024-01-11,Premium,699,22.5,3,3,23,45,Yes,1,Inactive,Medium,High,High
1593,2024-12-15,Premium,699,21.8,3,4,19,57,Yes,1,Inactive,Medium,High,High
1594,2024-05-12,Premium,699,3.1,5,3,33,45,Yes,1,Inactive,Medium,High,Low
1595,2024-07-20,Standard,399,5.5,2,4,6,14,Yes,1,Active,Low,High,Medium
1596,2024-10-27,Basic,199,9.6,2,0,8,15,No,0,At Risk,Low,Low,Medium
1597,2023-11-04,Standard,399,1.0,0,2,8,17,Yes,1,At Risk,Low,Medium,Low
1598,2024-01-29,Basic,199,7.3,6,3,4,1,No,0,Active,High,High,Medium
1599,2023-02-23,Standard,399,6.0,6,1,3,42,Yes,1,Inactive,High,Medium,Medium
1600,2023-12-11,Premium,699,1.3,5,0,20,58,Yes,1,Inactive,Medium,Low,Low
1601,2024-03-13,Standard,399,19.1,5,5,14,53,Yes,1,Inactive,Medium,High,High
1602,2024-11-25,Premium,699,20.3,8,3,4,60,Yes,1,Inactive,High,High,High
1603,2024-04-23,Standard,399,11.9,8,2,35,10,No,0,Active,High,Medium,Medium
1604,2023-10-08,Premium,699,3.7,0,2,16,51,Yes,1,Inactive,Low,Medium,Low
1605,2024-09-22,Basic,199,19.4,4,2,16,36,Yes,1,Inactive,Medium,Medium,High
1606,2023-01-13,Standard,399,7.1,4,5,24,51,No,0,Inactive,Medium,High,Medium
1607,2024-04-18,Basic,199,14.4,5,2,20,54,Yes,1,Inactive,Medium,Medium,Medium
1608,2024-07-23,Basic,199,0.7,0,2,29,30,Yes,1,At Risk,Low,Medium,Low
1609,2023-11-18,Basic,199,1.9,1,2,27,57,Yes,1,Inactive,Low,Medium,Low
1610,2023-08-21,Basic,199,4.9,4,2,29,55,Yes,1,Inactive,Medium,Medium,Low
1611,2023-07-08,Premium,699,4.1,0,1,12,7,No,0,Active,Low,Medium,Low
1612,2023-03-04,Premium,699,21.6,5,0,33,35,No,0,Inactive,Medium,Low,High
1613,2023-12-28,Premium,699,24.4,0,5,17,54,No,0,Inactive,Low,High,High
1614,2023-04-26,Premium,699,15.2,5,0,3,4,No,0,Active,Medium,Low,High
1615,2024-11-28,Premium,699,6.3,5,4,5,23,No,0,At Risk,Medium,High,Medium
1616,2024-01-04,Standard,399,16.2,4,1,5,1,No,0,Active,Medium,Medium,High
1617,2024-09-28,Standard,399,22.5,5,3,27,60,No,0,Inactive,Medium,High,High
1618,2023-04-19,Basic,199,9.5,4,1,11,58,No,0,Inactive,Medium,Medium,Medium
1619,2024-08-18,Premium,699,20.3,8,5,14,49,Yes,1,Inactive,High,High,High
1620,2023-06-03,Premium,699,23.5,6,4,23,2,No,0,Active,High,High,High
1621,2024-10-07,Standard,399,23.9,3,4,6,32,No,0,Inactive,Medium,High,High
1622,2024-04-28,Premium,699,13.7,1,4,27,51,Yes,1,Inactive,Low,High,Medium
1623,2023-10-28,Premium,699,13.2,5,2,34,12,No,0,Active,Medium,Medium,Medium
1624,2023-04-29,Basic,199,6.5,5,1,22,29,Yes,1,At Risk,Medium,Medium,Medium
1625,2024-06-01,Premium,699,11.4,6,2,16,5,Yes,1,Active,High,Medium,Medium
1626,2024-08-06,Basic,199,16.5,3,3,24,50,Yes,1,Inactive,Medium,High,High
1627,2024-09-12,Basic,199,6.5,6,5,35,37,Yes,1,Inactive,High,High,Medium
1628,2023-06-01,Standard,399,8.9,1,0,19,26,No,0,At Risk,Low,Low,Medium
1629,2023-06-20,Premium,699,16.0,3,1,32,56,No,0,Inactive,Medium,Medium,High
1630,2023-04-14,Basic,199,7.0,8,5,27,59,Yes,1,Inactive,High,High,Medium
1631,2023-05-16,Basic,199,20.9,0,5,3,10,No,0,Active,Low,High,High
1632,2024-07-24,Premium,699,23.0,6,2,34,8,Yes,1,Active,High,Medium,High
1633,2023-02-16,Basic,199,3.4,5,4,19,38,Yes,1,Inactive,Medium,High,Low
1634,2024-03-22,Basic,199,23.8,6,5,23,28,Yes,1,At Risk,High,High,High
1635,2024-06-05,Standard,399,17.7,2,5,31,49,Yes,1,Inactive,Low,High,High
1636,2023-11-25,Basic,199,22.4,5,5,10,41,Yes,1,Inactive,Medium,High,High
1637,2023-12-16,Standard,399,13.0,4,0,12,14,No,0,Active,Medium,Low,Medium
1638,2023-11-23,Basic,199,22.5,8,3,34,18,Yes,1,At Risk,High,High,High
1639,2024-09-22,Basic,199,1.5,3,3,10,33,Yes,1,Inactive,Medium,High,Low
1640,2024-03-25,Standard,399,9.0,2,0,7,18,No,0,At Risk,Low,Low,Medium
1641,2023-08-26,Basic,199,7.6,4,4,11,48,Yes,1,Inactive,Medium,High,Medium
1642,2023-06-22,Premium,699,4.0,3,4,18,53,Yes,1,Inactive,Medium,High,Low
1643,2024-05-15,Basic,199,24.0,8,4,3,51,Yes,1,Inactive,High,High,High
1644,2024-04-09,Basic,199,5.5,6,5,24,28,Yes,1,At Risk,High,High,Medium
1645,2023-09-27,Standard,399,18.0,1,3,8,56,Yes,1,Inactive,Low,High,High
1646,2023-08-16,Basic,199,24.8,1,2,9,51,Yes,1,Inactive,Low,Medium,High
1647,2024-06-09,Premium,699,8.5,8,2,5,17,Yes,1,At Risk,High,Medium,Medium
1648,2024-12-23,Premium,699,17.8,5,0,5,27,Yes,1,At Risk,Medium,Low,High
1649,2023-02-06,Premium,699,5.2,8,5,21,53,No,0,Inactive,High,High,Medium
1650,2024-04-26,Premium,699,6.5,6,1,1,43,Yes,1,Inactive,High,Medium,Medium
1651,2023-04-01,Basic,199,20.4,7,2,32,8,Yes,1,Active,High,Medium,High
1652,2024-12-28,Premium,699,0.6,1,3,14,35,Yes,1,Inactive,Low,High,Low
1653,2023-08-29,Basic,199,10.7,4,4,3,24,Yes,1,At Risk,Medium,High,Medium
1654,2023-10-27,Premium,699,12.4,2,2,23,53,Yes,1,Inactive,Low,Medium,Medium
1655,2023-10-30,Premium,699,12.5,6,4,32,22,Yes,1,At Risk,High,High,Medium
1656,2024-11-09,Basic,199,3.3,4,3,15,28,Yes,1,At Risk,Medium,High,Low
1657,2024-02-12,Standard,399,4.8,5,5,8,7,Yes,1,Active,Medium,High,Low
1658,2023-08-29,Premium,699,19.5,7,3,9,38,Yes,1,Inactive,High,High,High
1659,2023-11-27,Basic,199,7.1,3,3,19,3,No,0,Active,Medium,High,Medium
1660,2023-02-25,Standard,399,10.6,7,3,21,25,Yes,1,At Risk,High,High,Medium
1661,2024-04-03,Standard,399,18.3,5,5,32,52,Yes,1,Inactive,Medium,High,High
1662,2023-04-23,Standard,399,14.5,2,4,15,13,No,0,Active,Low,High,Medium
1663,2024-01-24,Premium,699,3.7,8,0,22,60,Yes,1,Inactive,High,Low,Low
1664,2023-08-04,Basic,199,22.8,8,0,22,41,Yes,1,Inactive,High,Low,High
1665,2023-08-23,Standard,399,5.4,2,4,35,25,No,0,At Risk,Low,High,Medium
1666,2023-09-12,Standard,399,22.8,5,3,11,13,No,0,Active,Medium,High,High
1667,2024-05-11,Basic,199,21.2,8,0,3,32,Yes,1,Inactive,High,Low,High
1668,2023-09-11,Basic,199,7.4,0,1,11,40,No,0,Inactive,Low,Medium,Medium
1669,2023-10-04,Basic,199,18.9,6,5,18,25,Yes,1,At Risk,High,High,High
1670,2024-07-08,Basic,199,2.3,6,0,5,0,No,0,Active,High,Low,Low
1671,2023-11-16,Premium,699,2.8,6,1,10,53,Yes,1,Inactive,High,Medium,Low
1672,2023-04-13,Standard,399,13.1,0,2,28,17,No,0,At Risk,Low,Medium,Medium
1673,2024-07-28,Standard,399,9.7,6,0,31,14,No,0,Active,High,Low,Medium
1674,2024-05-23,Standard,399,7.5,8,4,31,15,Yes,1,At Risk,High,High,Medium
1675,2024-08-14,Premium,699,23.8,8,5,26,6,Yes,1,Active,High,High,High
1676,2024-10-20,Basic,199,19.4,7,2,26,30,Yes,1,At Risk,High,Medium,High
1677,2024-05-16,Standard,399,4.0,1,0,22,35,Yes,1,Inactive,Low,Low,Low
1678,2024-08-03,Premium,699,2.6,6,4,16,53,Yes,1,Inactive,High,High,Low
1679,2023-06-04,Basic,199,19.3,4,3,4,19,No,0,At Risk,Medium,High,High
1680,2024-07-29,Basic,199,17.4,6,0,21,17,No,0,At Risk,High,Low,High
1681,2024-06-10,Standard,399,12.7,3,2,35,29,No,0,At Risk,Medium,Medium,Medium
1682,2023-01-14,Premium,699,23.1,6,5,6,4,Yes,1,Active,High,High,High
1683,2023-04-27,Basic,199,18.8,2,1,34,28,No,0,At Risk,Low,Medium,High
1684,2024-07-14,Basic,199,12.6,8,3,28,8,No,0,Active,High,High,Medium
1685,2024-11-23,Standard,399,0.7,1,3,26,18,No,0,At Risk,Low,High,Low
1686,2023-10-25,Standard,399,8.4,5,4,34,41,Yes,1,Inactive,Medium,High,Medium
1687,2024-04-18,Premium,699,20.2,5,4,14,38,Yes,1,Inactive,Medium,High,High
1688,2024-04-30,Basic,199,23.2,2,1,22,33,No,0,Inactive,Low,Medium,High
1689,2023-01-06,Basic,199,10.7,2,3,21,4,No,0,Active,Low,High,Medium
1690,2023-03-04,Standard,399,5.4,1,4,13,29,Yes,1,At Risk,Low,High,Medium
1691,2023-08-20,Premium,699,15.1,1,2,30,40,Yes,1,Inactive,Low,Medium,High
1692,2024-03-12,Standard,399,23.2,4,2,1,52,No,0,Inactive,Medium,Medium,High
1693,2024-11-06,Premium,699,9.5,6,2,20,35,Yes,1,Inactive,High,Medium,Medium
